NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Study Type,Start Date,Primary Completion Date,Completion Date,Patient friendly summary,Field1,Relevant for rare cancer?,Genetic,Key inclusion criteria,Key exclusion criteria,Gene,Rare Cancer Types,Location,Tumour agnostic?,Reviewed,Drugs,Biologicals,Max ECOG,For untreated patients?,Trial cohort,Cohorts,Trial Question,Trial Drug,How given?,Updated locations
"NCT06064877","A Study of Ficlatuzumab in Combination With Cetuximab in Participants With Recurrent or Metastatic (R/M) HPV Negative Head and Neck Squamous Cell Carcinoma","https://clinicaltrials.gov/study/NCT06064877","FIERCE-HN","RECRUITING","The purpose of this study is to compare the efficacy and safety of ficlatuzumab plus cetuximab compared to placebo plus cetuximab in participants with recurrent/metastatic (R/M) HPV-negative Head and Neck Cancer.

The primary hypothesis is that ficlatuzumab combined with cetuximab is superior to cetuximab alone in terms of progression-free survival and/or overall survival.","Metastatic Head-and-neck Squamous-cell Carcinoma|Recurrent Head and Neck Squamous Cell Carcinoma","BIOLOGICAL: Ficlatuzumab|BIOLOGICAL: Cetuximab|OTHER: Placebo","AVEO Pharmaceuticals, Inc.",,"ALL","ADULT, OLDER_ADULT","PHASE3",410,"INTERVENTIONAL","01/11/24 00:00:00","08/01/27 00:00:00","11/01/27 00:00:00",0,378,1,0,,,378,378,378,0,1,378,378,"1",0,,444,,,,444
"NCT06071871","A Trial of Polatuzumab Vedotin, Obinutuzumab and Glofitamab as a Peri-CAR-T Cell Treatment Strategy in Large B-cell Lymphoma","https://clinicaltrials.gov/study/NCT06071871","PORTAL","RECRUITING","The PORTAL study will test a new combination of drugs (glofitamab, polatuzumab vedotin and obinutuzumab) in patients with large B-cell lymphoma (LBCL) that has come back (relapsed) or not responded to previous treatment. It will determine how safe and effective the combination of these cancer drugs is in treating LBCL before and after CAR-T cell therapy.","Large B-cell Lymphoma","DRUG: Glofitamab|DRUG: Polatuzumab vedotin|DRUG: Obinutuzumab","University College, London","Hoffmann-La Roche","ALL","ADULT, OLDER_ADULT","PHASE2",99,"INTERVENTIONAL","07/30/24 00:00:00","07/30/27 00:00:00","07/30/28 00:00:00",0,459,1,0,,,459,459,459,0,1,459,459,"2",0,,445,,,,445
"NCT06072781","A Study of Avutometinib (VS-6766) + Defactinib (VS-6063) in Recurrent Low-Grade Serous Ovarian Cancer","https://clinicaltrials.gov/study/NCT06072781","RAMP 301","RECRUITING","This study will assess the safety and efficacy of avutometinib (VS-6766) in combination with defactinib versus Investigator's choice of treatments (ICT) in subjects with recurrent LGSOC who have progressed on a prior platinum-based therapy.","Low Grade Serous Ovarian Cancer","DRUG: avutometinib|DRUG: Defactinib|DRUG: Pegylated liposomal doxorubicin|DRUG: Paclitaxel|DRUG: Topotecan|DRUG: Letrozole|DRUG: Anastrozole","Verastem, Inc.","GOG Foundation|European Network of Gynaecological Oncological Trial Groups (ENGOT)","FEMALE","ADULT, OLDER_ADULT","PHASE3",270,"INTERVENTIONAL","03/18/24 00:00:00","10/15/28 00:00:00","02/09/31 00:00:00",0,259,1,0,,,259,259,259,0,1,259,259,"1",0,,446,,,,446
"NCT06073821","Study of Sonrotoclax (BGB-11417) Plus Zanubrutinib (BGB-3111) Compared With Venetoclax Plus Obinutuzumab in Participants With Chronic Lymphocytic Leukemia (CLL)","https://clinicaltrials.gov/study/NCT06073821",,"RECRUITING","The main objective of this study is to compare the efficacy of sonrotoclax plus zanubrutinib versus venetoclax plus obinutuzumab in participants with chronic lymphocytic leukemia (CLL)","CLL","DRUG: Sonrotoclax|DRUG: Zanubrutinib|DRUG: Venetoclax|DRUG: Obinutuzumab","BeiGene",,"ALL","ADULT, OLDER_ADULT","PHASE3",640,"INTERVENTIONAL","11/11/23 00:00:00","02/01/32 00:00:00","12/01/32 00:00:00",0,494,1,0,,,494,494,494,0,1,494,494,"2",1,,447,,,,447
"NCT06074588","Sacituzumab Tirumotecan (MK-2870) Versus Chemotherapy in Previously Treated Advanced or Metastatic Nonsquamous Non-small Cell Lung Cancer (NSCLC) With EGFR Mutations or Other Genomic Alterations (MK-2870-004)","https://clinicaltrials.gov/study/NCT06074588",,"RECRUITING","The purpose of this study is to evaluate sacituzumab tirumotecan versus chemotherapy (docetaxel or pemetrexed) for the treatment of previously-treated non-small cell lung cancer (NSCLC) with exon 19del or exon 21 L858R EGFR mutations (hereafter referred to as EGFR mutations or EGFR-mutated) or any of the follow genomic alterations: ALK gene rearrangements, ROS1 rearrangements, BRAF V600E mutations, NTRK gene fusions, MET exon 14 skipping mutations, RET rearrangements, or less common EGFR point mutations of exon 20 S768I, exon 21 L861Q, or exon 18 G719X mutations. The primary hypotheses are that sacituzumab tirumotecan is: (1) superior to chemotherapy with respect to progression-free survival (PFS) per RECIST 1.1 as assessed by BICR in NSCLC with EGFR mutations; and (2) superior to chemotherapy with respect to overall survival (OS) in NSCLC with EGFR mutations.","Non-small Cell Lung Cancer (NSCLC)","BIOLOGICAL: Sacituzumab tirumotecan|DRUG: Docetaxel|DRUG: Pemetrexed","Merck Sharp & Dohme LLC",,"ALL","ADULT, OLDER_ADULT","PHASE3",556,"INTERVENTIONAL","11/12/23 00:00:00",,,0,299,0,0,,,299,299,299,0,1,299,299,,0,,448,,,,448
"NCT06084936","A Study to Evaluate Glofitamab as a Single Agent vs. Investigator's Choice in Participants With Relapsed/Refractory Mantle Cell Lymphoma","https://clinicaltrials.gov/study/NCT06084936","GLOBRYTE","RECRUITING","The purpose of this study is to evaluate the efficacy of glofitamab monotherapy compared with an investigator's choice of either rituximab plus bendamustine (BR), or lenalidomide with rituximab (R-Len) in patients with relapsed or refractory (R/R) mantle cell lymphoma (MCL).","Lymphoma","DRUG: Obinutuzumab|DRUG: Glofitamab|DRUG: Rituximab|DRUG: Bendamustine|DRUG: Lenalidomide|DRUG: Tocilizumab","Hoffmann-La Roche",,"ALL","ADULT, OLDER_ADULT","PHASE3",182,"INTERVENTIONAL","10/22/23 00:00:00","02/02/26 00:00:00","12/31/26 00:00:00",0,458,1,1,,,458,458,458,0,1,458,458,"2",0,,449,,,,449
"NCT06088290","Study of Lurbinectedin in Combination With Doxorubicin Versus Doxorubicin Alone as First-line Treatment in Participants With Metastatic Leiomyosarcoma","https://clinicaltrials.gov/study/NCT06088290","SaLuDo","RECRUITING","The primary objective of this phase IIb/III study is to evaluate whether the combination of lurbinectedin plus doxorubicin given as first line treatment for metastatic leiomyosarcoma (LMS) prolongs the progression-free survival (PFS) by Independent Review Committee (IRC) when compared to doxorubicin administered as a single agent.","Leiomyosarcoma","DRUG: Lurbinectedin|DRUG: Doxorubicin","PharmaMar",,"ALL","ADULT, OLDER_ADULT","PHASE2|PHASE3",360,"INTERVENTIONAL","09/21/23 00:00:00","11/26/26 00:00:00","11/26/26 00:00:00",0,297,1,0,,,297,297,297,0,1,297,297,"1",1,,450,,,,450
"NCT06091254","A Trial to Learn if Odronextamab is Safe and Well-tolerated and How Well it Works Compared to Rituximab Combined With Different Types of Chemotherapy for Participants With Follicular Lymphoma","https://clinicaltrials.gov/study/NCT06091254","OLYMPIA-1","RECRUITING","This study is researching an experimental drug called odronextamab, referred to as study drug. The study is focused on participants with previously untreated follicular lymphoma (a type of non-Hodgkin lymphoma or NHL).

This study will be made up of two parts: Part 1 (non-randomized) and Part 2 (randomized - controlled). The aim of Part 1 of the study is to see how safe and tolerable the study drug is. The aim of Part 2 of the study is to see how the study drug works compared to rituximab and chemotherapy (the current standard of care for NHL). Standard of care means the usual medication expected and used when receiving treatment for a condition.

The study is looking at several other research questions, including:

* What side effects may happen from taking the study drug
* How much study drug is in your blood at different times
* Whether the body makes antibodies against the study drug (which could make the drug less effective or could lead to side effects)
* The impact from the study drug on your quality of life and ability to complete routine daily activities.","Follicular Lymphoma (FL)","DRUG: Odronextamab|DRUG: Rituximab|DRUG: Cyclophosphamide|DRUG: Doxorubicin|DRUG: Vincristine|DRUG: Prednisone/prednisolone|DRUG: Bendamustine","Regeneron Pharmaceuticals",,"ALL","ADULT, OLDER_ADULT","PHASE3",478,"INTERVENTIONAL","12/12/23 00:00:00","04/04/29 00:00:00","04/04/29 00:00:00",0,457,1,0,,,457,457,457,0,1,457,457,"2",1,,451,,,,451
"NCT06091865","A Study to Compare How Well Odronextamab Combined With Chemotherapy Works and How Safe it is Against Rituximab Combined With Chemotherapy, in Patients With Previously Untreated Diffuse Large B-cell Lymphoma","https://clinicaltrials.gov/study/NCT06091865","OLYMPIA-3","RECRUITING","This study is researching an experimental drug called odronextamab, referred to as study drug, when used in combination with chemotherapy. The study is focused on patients with diffuse large B-cell lymphoma (DLBCL) that have not been treated before (called ""previously untreated""). Patients with DLBCL that have come back after treatment (called ""relapsed""), or have not responded to treatment (called ""refractory""), can also participate in this study.

This study will be made up of Part 1A, Part 1B, and Part 2.The aim of Part 1A and Part 1B of the study is to see how safe and tolerable the study drug in combination with chemotherapy is and to determine the dose and schedule of the study drug to be combined with chemotherapy in Part 2 of the study.

The aim of Part 2 of the study is to see how effective the combination of the study drug with chemotherapy is in comparison with the combination of rituximab (the comparator drug), and chemotherapy, the current standard of care treatment approved for DLBCL. Standard of care means the usual medication expected and used when receiving treatment for a condition.

The study is looking at several other research questions, including:

* What side effects may happen from taking the study drug when combined with chemotherapy
* How much study drug is in the blood at different times
* Whether the body makes antibodies against the study drug (which could make the study drug less effective or could lead to side effects)
* The impact from the study drug on quality of life and ability to complete routine daily activities","Diffuse Large B-cell Lymphoma (DLBCL)","DRUG: Odronextamab|DRUG: Rituximab|DRUG: Cyclophosphamide|DRUG: Doxorubicin|DRUG: Vincristine|DRUG: Prednisone/Prednisolone","Regeneron Pharmaceuticals",,"ALL","ADULT, OLDER_ADULT","PHASE3",904,"INTERVENTIONAL","12/13/23 00:00:00","09/18/28 00:00:00","09/18/28 00:00:00",0,456,1,0,,,456,456,456,0,1,456,456,"2",1,,452,,,,452
"NCT06097364","A Trial to Learn if Odronextamab Combined With Chemotherapy is Safe and Well-Tolerated and How Well it Works Compared to Rituximab Combined With Chemotherapy for Adult Participants With Follicular Lymphoma","https://clinicaltrials.gov/study/NCT06097364","OLYMPIA-2","RECRUITING","This study is researching an experimental drug called odronextamab, referred to as study drug. The study is focused on participants with previously untreated follicular lymphoma. Follicular lymphoma is a type of non-Hodgkin lymphoma or NHL. Participants with follicular lymphoma that has come back after treatment (called ""relapsed"") or did not respond to treatment (called ""refractory"") are eligible to take part only in Part 1A of the study.

This study is made up of 3 parts: Part 1A (non-randomized), Part 1B and Part 2 (randomized - controlled).

The aim of Part 1A and Part 1B of the study is to see how safe and tolerable the study drug in combination with chemotherapy is and to determine the dose and schedule of the study drug to be combined with chemotherapy to be used in Part 2 of the study.

The aim of Part 2 of the study is to assess how effective the combination of the study drug with chemotherapy is in comparison with the combination of rituximab and chemotherapy (the current standard-of-care for NHL). Standard-of-care means the usual medication expected and used when receiving treatment for a condition.

The study is looking at several other research questions, including:

* What side effects may happen from taking the study drug
* How much study drug is in the blood at different times
* Whether the body makes antibodies against the study drug (which could make the study drug less effective or could lead to side effects)
* The impact from the study drug on quality-of-life and ability to complete routine daily activities","Follicular Lymphoma (FL)","DRUG: Odronextamab|DRUG: Rituximab|DRUG: Cyclophosphamide|DRUG: Doxorubicin|DRUG: Vincristine|DRUG: Prednisone/Prenisolone","Regeneron Pharmaceuticals",,"ALL","ADULT, OLDER_ADULT","PHASE3",733,"INTERVENTIONAL","11/14/23 00:00:00","07/29/29 00:00:00","07/29/29 00:00:00",0,455,1,0,,,455,455,455,0,1,455,455,"2",1,,453,,,,453
"NCT06097728","MEDI5752 in Combination With Carboplatin Plus Pemetrexed in Unresectable Pleural Mesothelioma","https://clinicaltrials.gov/study/NCT06097728","eVOLVE-Meso","RECRUITING","This is a phase III, randomized, open-label, multicenter, global study to determine the efficacy and safety of Volrustomig (MEDI5752) + Carboplatin + Pemetrexed vs the investigator's choice of platinum + Pemetrexed or Nivolumab + Ipilimumab in participants with unresectable pleural mesothelioma.","Unresectable Pleural Mesothelioma","DRUG: Volrustomig|DRUG: Pemetrexed|DRUG: Carboplatin|DRUG: Cisplatin|DRUG: Nivolumab|DRUG: Ipilimumab","AstraZeneca",,"ALL","ADULT, OLDER_ADULT","PHASE3",600,"INTERVENTIONAL","11/09/23 00:00:00","03/15/27 00:00:00","03/13/28 00:00:00",0,371,1,0,,,371,371,371,0,1,371,371,"1",0,,454,,,,454
"NCT06103864","A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer","https://clinicaltrials.gov/study/NCT06103864",,"RECRUITING","This is a Phase III, randomised, open-label, 3-arm, multicentre, international study assessing the efficacy and safety of Dato-DXd with or without durvalumab compared with investigator's choice chemotherapy in combination with pembrolizumab in participants with PD-L1 positive locally recurrent inoperable or metastatic TNBC.","Breast Cancer","DRUG: Dato-DXd|DRUG: Durvalumab|DRUG: Paclitaxel|DRUG: Nab-paclitaxel|DRUG: Gemcitabine|DRUG: Carboplatin|DRUG: Pembrolizumab","AstraZeneca","Daiichi Sankyo","ALL","ADULT, OLDER_ADULT","PHASE3",625,"INTERVENTIONAL","11/23/23 00:00:00",,,0,182,0,0,,,182,182,182,0,1,182,182,,0,,455,,,,455
"NCT06105632","A Study to Learn About the Study Medicine Called PF-07220060 in Combination With Fulvestrant in People With HR-positive, HER2-negative Advanced or Metastatic Breast Cancer Who Progressed After a Prior Line of Treatment","https://clinicaltrials.gov/study/NCT06105632",,"RECRUITING","The purpose of this study is to learn about the safety and how effective the study medicine (PF-07220060) plus fulvestrant is compared to the study doctor's choice of treatment in people with advanced or metastatic breast cancer. Advanced cancer is the one that is unlikely to be cured or taken care of with treatment. Metastatic cancer is the one that has spread to other parts of the body.

This study is seeking female and male participants who:

* are 18 years of age or older;
* are hormone receptor (HR)-positive and human epidermal growth factor receptor 2 (HER2)-negative;
* have advanced or metastatic breast cancer after taking other treatments before this study;
* have not taken or need to take medications that are not allowed by the study protocol;
* do not have any medical or mental conditions that may increase the risk of study participation.

Half of the participants will take PF-07220060 two times daily by mouth along with fulvestrant. Fulvestrant will be given as a shot into the muscle. The other half will take the study doctor's choice of treatment which can either be:

* Fulvestrant alone taken as shot into the muscle.
* Everolimus along with exemestane taken once daily by mouth.

This study will compare the experiences of participants receiving the study medicine plus fulvestrant to those who are receiving the study doctor's choice of treatment. This will help decide if the study medicine is safe and effective.

Participants will receive study treatment and/or will be in the study until:

* imaging scans (such as an MRI and/or CT) show that their cancer is getting worse.
* the study doctor thinks the participant is no longer benefitting from the study medicine.
* has side effects that become too severe. A side effect is a reaction (expected or unexpected) to a medicine or treatment you take.
* the participant chooses to stop taking part.","Advanced or Metastatic Breast Cancer","DRUG: PF-07220060 CDK4 inhibitor|DRUG: Fulvestrant|DRUG: Everolimus|DRUG: Exemestane","Pfizer",,"ALL","ADULT, OLDER_ADULT","PHASE3",500,"INTERVENTIONAL","01/09/24 00:00:00",,,0,260,0,0,,,260,260,260,0,1,260,260,,0,,456,,,,456
"NCT06109779","Rilvegostomig + Chemotherapy as Adjuvant Therapy for Biliary Tract Cancer After Resection (ARTEMIDE-Biliary01)","https://clinicaltrials.gov/study/NCT06109779",,"RECRUITING","A global study to assess the efficacy and tolerability of rilvegostomig compared to placebo in combination with investigator's choice of chemotherapy in participants with BTC after surgical resection with curative intent.","Biliary Tract Cancer","DRUG: Rilvegostomig|DRUG: Placebo|DRUG: Capecitabine|DRUG: Gemcitabine/Cisplatin|DRUG: S-1 [Tegafur/Oteracil/gimeracil]","AstraZeneca",,"ALL","ADULT, OLDER_ADULT","PHASE3",750,"INTERVENTIONAL","12/04/23 00:00:00","06/29/29 00:00:00","09/30/30 00:00:00",0,209,1,0,,,209,209,209,0,1,209,209,"1",1,,457,,,,457
"NCT06119581","A Study of LY3537982 Plus Immunotherapy With or Without Chemotherapy in Participants With Non-Small Cell Lung Cancer (NSCLC) With a Change in a Gene Called KRAS G12C","https://clinicaltrials.gov/study/NCT06119581","SUNRAY-01","RECRUITING","The purpose of this study is to assess if adding LY3537982 in combination with standard of care anti-cancer drugs is more effective than standard of care in participants with untreated advanced NSCLC. NSCLC must have a change in a gene called KRAS G12C. Study participation, including follow-up, could last up to 3 years, depending on how you and your lung cancer are doing.","Carcinoma, Non-Small-Cell Lung|Neoplasm Metastasis","DRUG: LY3537982|DRUG: Pembrolizumab|DRUG: Placebo|DRUG: Cisplatin|DRUG: Carboplatin|DRUG: Pemetrexed","Eli Lilly and Company","Loxo Oncology, Inc.","ALL","ADULT, OLDER_ADULT","PHASE3",1016,"INTERVENTIONAL","12/21/23 00:00:00","10/01/26 00:00:00","10/01/29 00:00:00",0,127,0,0,,,127,127,127,0,1,127,127,,0,,459,,,,459
"NCT06120491","Saruparib (AZD5305) vs Placebo in Men With Metastatic Castration-Sensitive Prostate Cancer Receiving Physician's Choice New Hormonal Agents","https://clinicaltrials.gov/study/NCT06120491","EvoPAR-PR01","RECRUITING","The intention of the study is to demonstrate superiority of Saruparib (AZD5305) + physician's choice NHA relative to placebo + physician's choice NHA by assessment of radiographic progression-free survival (rPFS) in participants with mCSPC.","Metastatic Castration-Sensitive Prostate Cancer","DRUG: Saruparib|DRUG: Placebo|DRUG: Abiraterone Acetate|DRUG: Darolutamide|DRUG: Enzalutamide","AstraZeneca",,"MALE","ADULT, OLDER_ADULT","PHASE3",1800,"INTERVENTIONAL","11/21/23 00:00:00",,,0,262,0,0,,,262,262,262,0,1,262,262,,0,,460,,,,460
"NCT06129864","A Global Study of Volrustomig (MEDI5752) for Participants With Unresected Locally Advanced Head and Neck Squamous Cell Carcinoma Following Definitive Concurrent Chemoradiotherapy","https://clinicaltrials.gov/study/NCT06129864","eVOLVE-HNSCC","RECRUITING","The main purpose of this study is to assess the efficacy and safety of volrustomig compared to observation in participants with unresected locally advanced head and neck squamous cell carcinoma (LA-HNSCC) who have not progressed after receiving definitive concurrent chemoradiotherapy (cCRT).","Locally Advanced Head and Neck Squamous Cell Carcinoma","DRUG: volrustomig","AstraZeneca",,"ALL","ADULT, OLDER_ADULT","PHASE3",1145,"INTERVENTIONAL","12/14/23 00:00:00","01/19/29 00:00:00","06/17/30 00:00:00",0,373,1,0,,,373,373,373,0,1,373,373,"not stated",0,,461,,,,461
"NCT06131840","A Study of SGN-CEACAM5C in Adults With Advanced Solid Tumors","https://clinicaltrials.gov/study/NCT06131840",,"RECRUITING","This clinical trial is studying advanced solid tumors. Solid tumors are cancers that start in a part of your body like your lungs or liver instead of your blood. Once tumors have grown bigger in one place but haven't spread, they're called locally advanced. If your cancer has spread to other parts of your body, it's called metastatic. When a cancer has gotten so big it can't easily be removed or has spread to other parts of the body, it is called unresectable. These types of cancer are harder to treat.

Patients in this study must have cancer that has come back or did not get better with treatment. Patients must have a solid tumor cancer that can't be treated with standard of care drugs.

This clinical trial uses an experimental drug called SGN-CEACAM5C. SGN-CEACAM5C is a type of antibody-drug conjugate or ADC. ADCs are designed to stick to cancer cells and kill them. They may also stick to some normal cells.

This study will test the safety of SGN-CEACAM5C in participants with solid tumors that are hard to treat or have spread throughout the body.

This study will have 3 parts. Part A and Part B of the study will find out how much SGN-CEACAM5C should be given to participants. Part C will use the information from Parts A and B to see if SGN-CEACAM5C is safe and if it works to treat solid tumor cancers.","Colorectal Neoplasms|Carcinoma, Non-Small-Cell Lung|Stomach Neoplasms|Pancreatic Ductal Adenocarcinoma|Gastroesophageal Junction Adenocarcinoma|Small Cell Lung Carcinoma","DRUG: SGN-CEACAM5C","Seagen Inc.","Sanofi","ALL","ADULT, OLDER_ADULT","PHASE1",410,"INTERVENTIONAL","11/20/23 00:00:00","03/31/29 00:00:00","03/31/30 00:00:00",0,159,1,0,,,159,159,159,0,1,159,159,"not stated",0,,462,,,,462
"NCT06132958","Sacituzumab Tirumotecan (MK-2870) in Post Platinum and Post Immunotherapy Endometrial Cancer (MK-2870-005)","https://clinicaltrials.gov/study/NCT06132958",,"RECRUITING","Researchers are looking for new ways to treat people with endometrial cancer (EC) who have previously received treatment with platinum based therapy (a type of chemotherapy) and immunotherapy. Immunotherapy is a treatment that helps the immune system fight cancer. This clinical study will compare MK-2870 sacituzumab tirumotecan to chemotherapy. The goal of the study is to learn if people who receive MK-2870 sacituzumab tirumotecan live longer overall and without the cancer getting worse compared to people who receive chemotherapy.","Endometrial Cancer","BIOLOGICAL: Sacituzumab tirumotecan|DRUG: Doxorubicin|DRUG: Paclitaxel","Merck Sharp & Dohme LLC","European Network for Gynaecological Oncological Trial groups(ENGOT)|GOG Foundation","FEMALE","ADULT, OLDER_ADULT","PHASE3",710,"INTERVENTIONAL","12/06/23 00:00:00","01/10/28 00:00:00","01/10/28 00:00:00",0,163,1,0,,,163,163,163,0,1,163,163,"not stated",0,,463,,,,463
"NCT06136559","A Study of Nemtabrutinib (MK-1026) Versus Comparator (Investigator's Choice of Ibrutinib or Acalabrutinib) in First Line (1L) Chronic Lymphocytic Leukemia (CLL)/ Small Lymphocytic Lymphoma (SLL) (MK-1026-011/BELLWAVE-011)","https://clinicaltrials.gov/study/NCT06136559",,"RECRUITING","The goal of this study is to evaluate nemtabrutinib compared with investigator's choice of ibrutinib or acalabrutinib in participants with chronic lymphocytic leukemia (CLL)/small lymphocytic lymphoma (SLL) who have not received any prior therapy. The primary hypotheses are that (1) nemtabrutinib is non-inferior to ibrutinib or acalabrutinib with respect to objective response rate (ORR) per International Workshop on Chronic Lymphocytic Leukemia (iwCLL) Criteria 2018 by blinded independent central review (BICR) and (2) nemtabrutinib is superior to ibrutinib or acalabrutinib with respect to progression free survival (PFS) per iwCLL Criteria 2018 by BICR.","Chronic Lymphocytic Leukemia|Small Lymphocytic Lymphoma","DRUG: Nemtabrutinib|DRUG: Ibrutinib|DRUG: Acalabrutinib","Merck Sharp & Dohme LLC",,"ALL","ADULT, OLDER_ADULT","PHASE3",1200,"INTERVENTIONAL","12/13/23 00:00:00","09/30/32 00:00:00","09/30/32 00:00:00",0,493,1,0,,,493,493,493,0,1,493,493,"2",1,,464,,,,464
"NCT06136624","Study of Opevesostat (MK-5684) Versus Alternative NHA in mCRPC (MK-5684-003)","https://clinicaltrials.gov/study/NCT06136624",,"RECRUITING","This is a phase 3, randomized, open-label study of opevesostat compared to alternative abiraterone acetate or enzalutamide in participants with metastatic castration-resistant prostate cancer (mCRPC) with respect to overall survival (OS) and to radiographic progression-free survival (rPFS) per Prostate Cancer Working Group (PCWG) Modified Response Evaluation Criteria In Solid Tumors (RECIST 1.1) as assessed by blinded independent central review (BICR) in participants with mCRPC previously treated with next-generation hormonal agent (NHA) and taxane-based chemotherapy. It is hypothesized that opevesostat is superior with respect to OS and rPFS per PCWG Modified RECIST 1.1 as assessed by BICR in androgen receptor ligand binding domain (AR LBD) mutation-negative and -positive participants.","Prostate Cancer Metastatic","DRUG: Opevesostat|DRUG: Abiraterone acetate|DRUG: Enzalutamide|DRUG: Hydrocortisone|DRUG: Fludrocortisone acetate|DRUG: Prednisone|DRUG: Dexamethasone","Merck Sharp & Dohme LLC","Orion Corporation, Orion Pharma","ALL","CHILD, ADULT, OLDER_ADULT","PHASE3",1200,"INTERVENTIONAL","12/31/23 00:00:00",,,0,222,0,0,,,222,222,222,0,1,222,222,,0,,465,,,,465
"NCT06136650","A Study of Opevesostat (MK-5684) Versus Alternative Next-generation Hormonal Agent (NHA) in Metastatic Castration-resistant Prostate Cancer (mCRPC) Post One NHA (MK-5684-004)","https://clinicaltrials.gov/study/NCT06136650",,"RECRUITING","The purpose of this study is to assess the efficacy and safety of opevesostat plus hormone replacement therapy (HRT) compared to alternative abiraterone acetate or enzalutamide in participants with Metastatic Castration-resistant Prostate Cancer (mCRPC) previously treated with one next-generation hormonal agent (NHA). The primary study hypotheses are that opevesostat is superior to alternative abiraterone acetate or enzalutamide with respect to radiographic progression free survival (rPFS) per Prostate Cancer Working Group (PCWG) Modified Response Evaluation Criteria in Solid Tumors (RECIST 1.1) as assessed by Blinded Independent Central Review (BICR) and overall survival (OS), in androgen receptor ligand binding domain (AR LBD) mutation positive and negative participants.","Metastatic Castration-resistant Prostate Cancer (mCRPC)|Prostatic Neoplasms","DRUG: Opevesostat|DRUG: Dexamethasone|DRUG: Fludrocortisone acetate|DRUG: Hydrocortisone|DRUG: Abiraterone acetate|DRUG: Prednisone acetate|DRUG: Enzalutamide","Merck Sharp & Dohme LLC","Orion Corporation, Orion Pharma","ALL","ADULT, OLDER_ADULT","PHASE3",1500,"INTERVENTIONAL","12/18/23 00:00:00",,,0,141,0,0,,,141,141,141,0,1,141,141,,0,,466,,,,466
"NCT06137118","AZD0486 as Monotherapy in B-cell Acute Lymphoblastic Leukaemia","https://clinicaltrials.gov/study/NCT06137118",,"RECRUITING","This is a Phase 1/2, global multicentre, open-label, single-arm, dose escalation and dose optimisation study of AZD0486 to evaluate the safety, tolerability, and efficacy of AZD0486 monotherapy in participants with R/R B ALL who have received â‰¥ 2 prior lines of therapies. The study will consist of 3 parts. Part A monotherapy dose escalation. Part B dose optimisation. Part C Dose expansion at the recommended phase 2 dose (RP2D)","B-cell Acute Lymphoblastic Leukemia (B-ALL)","DRUG: AZD0486","AstraZeneca",,"ALL","CHILD, ADULT, OLDER_ADULT","PHASE1|PHASE2",120,"INTERVENTIONAL","12/29/23 00:00:00","01/29/26 00:00:00","02/04/27 00:00:00",0,479,1,0,,,479,479,479,0,1,479,479,"2",0,,467,,,,467
"NCT06137144","AZD3470 as Monotherapy and in Combination With Anticancer Agents in Participants With Relapsed/Refractory Haematologic Malignancies.","https://clinicaltrials.gov/study/NCT06137144","PRIMAVERA","RECRUITING","This study is designed to evaluate the safety, tolerability, PK and preliminary efficacy following oral administration of AZD3470 as a monotherapy, and in combination with other anticancer agents in participants with haematologic malignancies.","Lymphoma|Non-Hodgkin|Hodgkin Lymphoma","DRUG: AZD3470","AstraZeneca",,"ALL","CHILD, ADULT, OLDER_ADULT","PHASE1|PHASE2",110,"INTERVENTIONAL","01/23/24 00:00:00","05/08/26 00:00:00","05/08/26 00:00:00",0,207,1,0,,,207,207,207,0,1,207,207,"1",0,,468,,,,468
